Model name                            : MLP_Multistep
The number of input features          : 3
The number of output features         : 2
Optimizer name                        : Adam
Learning rate                         : 0.1
Max number of iterations              : 3000
Number of samples in training data    : 171
Number of samples in tests data       : 73
Total training time                   : 7.341676473617554
Total number of parameters            : 201902
Percentage of parameters < 1e-9       : 73.89921843270497%
Percentage of parameters < 1e-7       : 73.89921843270497%
Percentage of parameters < 1e-6       : 73.89921843270497%

=============================================
=============================================
===================Losses====================
=============================================
=============================================


Loss at iteration [1]: 1.5899049774772185
Loss at iteration [2]: 102898.645145059
Loss at iteration [3]: 2721.1326166807635
Loss at iteration [4]: 5507.850549159766
***** Warning: Loss has increased *****
Loss at iteration [5]: 4290.291121587347
Loss at iteration [6]: 346.56775575504497
Loss at iteration [7]: 909.7305581068536
***** Warning: Loss has increased *****
Loss at iteration [8]: 958.4779474050129
***** Warning: Loss has increased *****
Loss at iteration [9]: 1005.0969039003197
***** Warning: Loss has increased *****
Loss at iteration [10]: 682.5707681247832
Loss at iteration [11]: 147.15380137969737
Loss at iteration [12]: 367.15821855144145
***** Warning: Loss has increased *****
Loss at iteration [13]: 477.0127634807642
***** Warning: Loss has increased *****
Loss at iteration [14]: 147.3777931099415
Loss at iteration [15]: 45.81285807028464
Loss at iteration [16]: 67.77542205866804
***** Warning: Loss has increased *****
Loss at iteration [17]: 115.2597710259995
***** Warning: Loss has increased *****
Loss at iteration [18]: 107.59563207711884
Loss at iteration [19]: 71.69610073896364
Loss at iteration [20]: 27.41158690521863
Loss at iteration [21]: 42.84512481923487
***** Warning: Loss has increased *****
Loss at iteration [22]: 33.08511924874859
Loss at iteration [23]: 29.203003086458143
Loss at iteration [24]: 17.318891114495063
Loss at iteration [25]: 27.8558386108576
***** Warning: Loss has increased *****
Loss at iteration [26]: 14.918031491117716
Loss at iteration [27]: 8.038020981341848
Loss at iteration [28]: 10.956063413106095
***** Warning: Loss has increased *****
Loss at iteration [29]: 10.319308760165555
Loss at iteration [30]: 5.652739311005683
Loss at iteration [31]: 5.3647438182709015
Loss at iteration [32]: 5.45341787393018
***** Warning: Loss has increased *****
