Model name                            : MLP
The number of input features          : 2
The number of output features         : 1
Optimizer name                        : Adam
Learning rate                         : 0.0001
Max number of iterations              : 3000
Number of samples in training data    : 858
Number of samples in tests data       : 368
Total training time                   : 9.460623979568481
Total number of parameters            : 101001
Percentage of parameters < 1e-9       : 49.444064910248414%
Percentage of parameters < 1e-7       : 49.444064910248414%
Percentage of parameters < 1e-6       : 49.444064910248414%

=============================================
=============================================
===================Losses====================
=============================================
=============================================


Loss at iteration [1]: 1.0157130643024872
Loss at iteration [2]: 0.9897846869623547
Loss at iteration [3]: 0.9648909272592662
Loss at iteration [4]: 0.9410009463867761
Loss at iteration [5]: 0.9174845687032208
Loss at iteration [6]: 0.8942908793323027
Loss at iteration [7]: 0.8715369654820807
Loss at iteration [8]: 0.8494348694736398
Loss at iteration [9]: 0.8278460105678677
Loss at iteration [10]: 0.8066586940959896
Loss at iteration [11]: 0.7858366129764304
Loss at iteration [12]: 0.7651819553295283
Loss at iteration [13]: 0.7447192163784292
Loss at iteration [14]: 0.7244729404745762
Loss at iteration [15]: 0.704482884897017
Loss at iteration [16]: 0.6847449048668653
Loss at iteration [17]: 0.6656655001907333
Loss at iteration [18]: 0.6470178203884747
Loss at iteration [19]: 0.628476135615063
Loss at iteration [20]: 0.610068217504404
Loss at iteration [21]: 0.5918481452493435
Loss at iteration [22]: 0.5738127002008558
Loss at iteration [23]: 0.5559187867459676
Loss at iteration [24]: 0.5381472784974229
Loss at iteration [25]: 0.5204874165531547
Loss at iteration [26]: 0.5029101750205728
Loss at iteration [27]: 0.48544009384530734
Loss at iteration [28]: 0.46813226350275206
Loss at iteration [29]: 0.45102371339755515
Loss at iteration [30]: 0.434078931455421
Loss at iteration [31]: 0.41731729906642034
Loss at iteration [32]: 0.4007347429026291
Loss at iteration [33]: 0.3843310421153369
Loss at iteration [34]: 0.3681357069111344
Loss at iteration [35]: 0.3521836215622442
Loss at iteration [36]: 0.33646741505662586
Loss at iteration [37]: 0.3209925319239638
Loss at iteration [38]: 0.3057649257830989
Loss at iteration [39]: 0.29081093499410504
Loss at iteration [40]: 0.2761495585784995
Loss at iteration [41]: 0.26178059994838054
Loss at iteration [42]: 0.24771141294216323
Loss at iteration [43]: 0.23395384672868727
Loss at iteration [44]: 0.22052109692304317
Loss at iteration [45]: 0.20744057759186718
Loss at iteration [46]: 0.19472811005658464
Loss at iteration [47]: 0.18240027988958446
Loss at iteration [48]: 0.1704668586406763
Loss at iteration [49]: 0.15894982084794634
Loss at iteration [50]: 0.14786541759131644
Loss at iteration [51]: 0.1372195645802555
Loss at iteration [52]: 0.12701822865917894
Loss at iteration [53]: 0.117274414389283
Loss at iteration [54]: 0.10799602316748615
Loss at iteration [55]: 0.0991887352320528
Loss at iteration [56]: 0.09085761908382513
Loss at iteration [57]: 0.08300540212112015
Loss at iteration [58]: 0.07563465314215777
Loss at iteration [59]: 0.06874473400256548
Loss at iteration [60]: 0.062333788662484825
Loss at iteration [61]: 0.05639707837766514
Loss at iteration [62]: 0.0509256725583955
Loss at iteration [63]: 0.045908883239741786
Loss at iteration [64]: 0.04133486560547306
Loss at iteration [65]: 0.0371886634187786
Loss at iteration [66]: 0.033452886720098905
Loss at iteration [67]: 0.03010910717391088
Loss at iteration [68]: 0.02713770587081886
Loss at iteration [69]: 0.024516194192739454
Loss at iteration [70]: 0.02221999337918894
Loss at iteration [71]: 0.02022501328141906
Loss at iteration [72]: 0.01850569062171591
