Model name                            : MLP_Multistep
The number of input features          : 5
The number of output features         : 2
Optimizer name                        : NonlinearCG
Learning rate                         : 0.0001
Beta type                             :HS
Total number of function evaluations  : 2738
Total number of iterations            : 938
Max number of iterations              : 3000
Number of samples in training data    : 122
Number of samples in tests data       : 52
Total training time                   : 5.882600545883179
Total number of parameters            : 202302
Percentage of parameters < 1e-9       : 49.89075738252711%
Percentage of parameters < 1e-7       : 49.891251693013416%
Percentage of parameters < 1e-6       : 49.89174600349972%

=============================================
=============================================
===================Losses====================
=============================================
=============================================


Loss at iteration [1]: 0.6352062897182624
Loss at iteration [2]: 0.6199878962317843
Loss at iteration [3]: 0.5900065072178224
Loss at iteration [4]: 0.5568382091222768
Loss at iteration [5]: 0.5502603470004956
Loss at iteration [6]: 0.5489981101365482
Loss at iteration [7]: 0.5489981101365482
Loss at iteration [8]: 0.5473668675045067
Loss at iteration [9]: 0.5365681414713245
Loss at iteration [10]: 0.5241857595316824
Loss at iteration [11]: 0.5131273132563587
Loss at iteration [12]: 0.5040330446091675
Loss at iteration [13]: 0.5023290694266187
Loss at iteration [14]: 0.5023290694266187
Loss at iteration [15]: 0.5007863718145074
Loss at iteration [16]: 0.49306741945415705
Loss at iteration [17]: 0.4880733430355283
Loss at iteration [18]: 0.4799810383105051
Loss at iteration [19]: 0.4779885734447612
Loss at iteration [20]: 0.4779885734447612
Loss at iteration [21]: 0.47653881873647197
Loss at iteration [22]: 0.47129674246525166
Loss at iteration [23]: 0.4684057340920525
Loss at iteration [24]: 0.42396859795952896
Loss at iteration [25]: 0.37914965793774646
Loss at iteration [26]: 0.37914965793774646
Loss at iteration [27]: 0.34962180343368965
Loss at iteration [28]: 0.33319020201375305
Loss at iteration [29]: 0.3284928332958026
Loss at iteration [30]: 0.30384058185039864
Loss at iteration [31]: 0.3030613310756079
Loss at iteration [32]: 0.299180283859923
Loss at iteration [33]: 0.299180283859923
Loss at iteration [34]: 0.29806371406088067
Loss at iteration [35]: 0.29102978536766944
Loss at iteration [36]: 0.2904385121615305
Loss at iteration [37]: 0.2871361157374339
Loss at iteration [38]: 0.2841423957618704
Loss at iteration [39]: 0.28033464437560945
Loss at iteration [40]: 0.2788380476881253
Loss at iteration [41]: 0.2788380476881253
Loss at iteration [42]: 0.2780368898270607
Loss at iteration [43]: 0.2754886426445017
Loss at iteration [44]: 0.27534890865728
Loss at iteration [45]: 0.27497878500574696
Loss at iteration [46]: 0.27454043705091113
Loss at iteration [47]: 0.273733743590115
Loss at iteration [48]: 0.273733743590115
Loss at iteration [49]: 0.27327945666473746
Loss at iteration [50]: 0.27265312267311015
Loss at iteration [51]: 0.2718040908734758
Loss at iteration [52]: 0.27089164891044004
Loss at iteration [53]: 0.2704922691940316
Loss at iteration [54]: 0.2671774199410187
Loss at iteration [55]: 0.2666353779301618
Loss at iteration [56]: 0.2666353779301618
Loss at iteration [57]: 0.26642312941437823
Loss at iteration [58]: 0.2654066243796461
Loss at iteration [59]: 0.26511270648629104
Loss at iteration [60]: 0.262514137279126
Loss at iteration [61]: 0.26225102886275453
Loss at iteration [62]: 0.26098858424569493
Loss at iteration [63]: 0.26098858424569493
Loss at iteration [64]: 0.26028614352532653
Loss at iteration [65]: 0.2596724172294553
Loss at iteration [66]: 0.25956057972637314
Loss at iteration [67]: 0.2592057458392013
Loss at iteration [68]: 0.25894127925550164
Loss at iteration [69]: 0.25825744106736825
Loss at iteration [70]: 0.2571744797175646
