Model name                            : MLP_Large
The number of input features          : 2
The number of output features         : 1
Optimizer name                        : SGD
Learning rate                         : 0.0001
Max number of iterations              : 3000
Number of samples in training data    : 858
Number of samples in tests data       : 368
Total training time                   : 35.902098655700684
Total number of parameters            : 402001
Percentage of parameters < 1e-9       : 49.86131875293843%
Percentage of parameters < 1e-7       : 49.861816264138646%
Percentage of parameters < 1e-6       : 49.86330879773931%

=============================================
=============================================
===================Losses====================
=============================================
=============================================


Loss at iteration [1]: 0.9775561567288084
Loss at iteration [2]: 0.9763919248054892
Loss at iteration [3]: 0.9746475946561167
Loss at iteration [4]: 0.972615838311386
Loss at iteration [5]: 0.9704431825884555
Loss at iteration [6]: 0.9682026259886122
Loss at iteration [7]: 0.9659308568272368
Loss at iteration [8]: 0.9636462389940875
Loss at iteration [9]: 0.9613581799838025
Loss at iteration [10]: 0.9590714011958603
Loss at iteration [11]: 0.9567877657491113
Loss at iteration [12]: 0.9545081654485643
Loss at iteration [13]: 0.9522329913576906
Loss at iteration [14]: 0.949962580361484
Loss at iteration [15]: 0.9476976797476263
Loss at iteration [16]: 0.9454381909438933
Loss at iteration [17]: 0.943183751784781
Loss at iteration [18]: 0.9409340397678185
Loss at iteration [19]: 0.9386891694205558
Loss at iteration [20]: 0.9364492136600282
Loss at iteration [21]: 0.9342142779007807
Loss at iteration [22]: 0.9319843960494658
Loss at iteration [23]: 0.9297601640395493
Loss at iteration [24]: 0.9275408411117559
Loss at iteration [25]: 0.9253265318903969
Loss at iteration [26]: 0.923117313971782
Loss at iteration [27]: 0.9209132834387368
Loss at iteration [28]: 0.9187143951408165
Loss at iteration [29]: 0.9165206065888745
Loss at iteration [30]: 0.9143317612648405
Loss at iteration [31]: 0.9121478351329843
Loss at iteration [32]: 0.909969174770027
Loss at iteration [33]: 0.907795874311126
Loss at iteration [34]: 0.9056276947537742
Loss at iteration [35]: 0.9034646873689838
Loss at iteration [36]: 0.9013066699093778
Loss at iteration [37]: 0.8991537377572647
Loss at iteration [38]: 0.8970057543340361
Loss at iteration [39]: 0.8948630491017129
Loss at iteration [40]: 0.8927258480693561
Loss at iteration [41]: 0.8905938164486505
Loss at iteration [42]: 0.8884669725829475
Loss at iteration [43]: 0.8863451909279204
Loss at iteration [44]: 0.8842286535822906
Loss at iteration [45]: 0.8821173263944024
Loss at iteration [46]: 0.8800109765324309
Loss at iteration [47]: 0.8779096340591411
Loss at iteration [48]: 0.8758133750866008
Loss at iteration [49]: 0.8737226290156151
Loss at iteration [50]: 0.87163726609012
Loss at iteration [51]: 0.8695579645660435
Loss at iteration [52]: 0.867484684565792
Loss at iteration [53]: 0.8654171011913476
Loss at iteration [54]: 0.8633551444261933
Loss at iteration [55]: 0.8612994567706312
Loss at iteration [56]: 0.8592499871749603
Loss at iteration [57]: 0.8572055845107289
Loss at iteration [58]: 0.8551665285090948
Loss at iteration [59]: 0.8531326136199406
Loss at iteration [60]: 0.8511035121179815
Loss at iteration [61]: 0.849079607108055
Loss at iteration [62]: 0.8470612222468992
Loss at iteration [63]: 0.8450475487062822
Loss at iteration [64]: 0.8430386464673651
Loss at iteration [65]: 0.8410348808873728
Loss at iteration [66]: 0.8390358808562582
Loss at iteration [67]: 0.8370416199876709
Loss at iteration [68]: 0.8350521303785178
Loss at iteration [69]: 0.8330674308849674
Loss at iteration [70]: 0.8310876364023794
Loss at iteration [71]: 0.8291122131296786
Loss at iteration [72]: 0.8271414330969394
Loss at iteration [73]: 0.8251752876290348
Loss at iteration [74]: 0.8232135027230697
Loss at iteration [75]: 0.8212558125933759
Loss at iteration [76]: 0.8193026757603415
Loss at iteration [77]: 0.8173540902646418
Loss at iteration [78]: 0.8154097525467998
Loss at iteration [79]: 0.8134699040270355
Loss at iteration [80]: 0.8115344992496886
Loss at iteration [81]: 0.8096033748261563
Loss at iteration [82]: 0.8076767188010243
Loss at iteration [83]: 0.8057542843074653
Loss at iteration [84]: 0.8038359707654832
Loss at iteration [85]: 0.8019221442896072
Loss at iteration [86]: 0.8000124630631424
